MR ,,GT x LIME,GT x LIG,GT x LxA,GT x LR,GT x Att,GT
,,0.01490713587,0.03474635163,0.03962616822,0.03953646898,0.01052332196,LxA>LR>LIG>LIME>Att
,,,,,,,
Yelp,,GT x LIME,GT x LIG,GT x LxA,GT x LR,GT x Att,GT
,,0.01824988301,0.06356631811,0.0573196986,0.084341514,0.05691056911,LR>LIG>LxA>Att>LIME
,,,,,,,
MR - Yelp,,LIME,LIG,LxA, LR,Att,GT
,,0.08597317016,0.03333333333,0.04002751032,0.02381374723,0.09012665515,0.06641145962
